timestamp,coin,price,volume,sentiment,score,action,future_price,result
2025-06-04 19:41:57,FLOKI,8.285e-05,73875646.0,0,3.694,HOLD ⏸️,,
2025-06-04 19:41:58,PEANUT,0.00284694,105677.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:42:01,MIND (Mind of Pepe),0.003414,2435567.03,0,0.122,SELL 🛑,0.003341,WIN
2025-06-04 19:42:02,WEPE (Wall Street Pepe),3.203e-05,227141.43,0,0.011,SELL 🛑,3.202e-05,WIN
2025-06-04 19:47:04,RIPPLE,2.21,1664657898.0,0,83.233,HOLD ⏸️,,
2025-06-04 19:47:05,SHIBA-INU,1.291e-05,127594713.0,0,6.38,HOLD ⏸️,,
2025-06-04 19:47:06,FLOKI,8.281e-05,74096548.0,0,3.705,HOLD ⏸️,,
2025-06-04 19:47:08,PEANUT,0.00284374,105651.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:47:10,MIND (Mind of Pepe),0.003341,2440185.3,0,0.122,SELL 🛑,0.003326,WIN
2025-06-04 19:47:11,WEPE (Wall Street Pepe),3.202e-05,227139.03,0,0.011,SELL 🛑,3.199e-05,WIN
2025-06-04 19:52:13,RIPPLE,2.21,1664188283.0,0,83.209,HOLD ⏸️,,
2025-06-04 19:52:14,SHIBA-INU,1.291e-05,127740637.0,0,6.387,HOLD ⏸️,,
2025-06-04 19:52:16,FLOKI,8.284e-05,73906974.0,0,3.695,HOLD ⏸️,,
2025-06-04 19:52:18,PEANUT,0.00284475,105670.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:52:20,MIND (Mind of Pepe),0.003326,2432905.41,0,0.122,SELL 🛑,0.003424,LOSE
2025-06-04 19:52:21,WEPE (Wall Street Pepe),3.199e-05,227041.45,0,0.011,SELL 🛑,3.195e-05,WIN
2025-06-04 19:57:23,RIPPLE,2.21,1665933630.0,0,83.297,HOLD ⏸️,,
2025-06-04 19:57:24,SHIBA-INU,1.292e-05,127968352.0,0,6.398,HOLD ⏸️,,
2025-06-04 19:57:25,FLOKI,8.283e-05,73999911.0,0,3.7,HOLD ⏸️,,
2025-06-04 19:57:27,PEANUT,0.00284477,105870.0,0,0.005,HOLD ⏸️,,
2025-06-04 19:57:30,MIND (Mind of Pepe),0.003424,2431352.64,0,0.122,SELL 🛑,0.003463,LOSE
2025-06-04 19:57:31,WEPE (Wall Street Pepe),3.195e-05,227076.68,0,0.011,SELL 🛑,3.186e-05,WIN
2025-06-04 20:02:32,RIPPLE,2.21,1667984115.0,0,83.399,HOLD ⏸️,,
2025-06-04 20:02:34,SHIBA-INU,1.291e-05,128182251.0,0,6.409,HOLD ⏸️,,
2025-06-04 20:02:35,FLOKI,8.277e-05,74107357.0,0,3.705,HOLD ⏸️,,
2025-06-04 20:02:37,PEANUT,0.00284479,105871.0,0,0.005,HOLD ⏸️,,
2025-06-04 20:02:38,MIND (Mind of Pepe),0.003463,2429322.38,0,0.121,SELL 🛑,0.0035,LOSE
2025-06-04 20:02:39,WEPE (Wall Street Pepe),3.186e-05,227679.33,0,0.011,SELL 🛑,3.185e-05,WIN
2025-06-04 20:07:41,RIPPLE,2.21,1667262987.0,0,83.363,HOLD ⏸️,,
2025-06-04 20:07:43,SHIBA-INU,1.289e-05,128366321.0,0,6.418,HOLD ⏸️,,
2025-06-04 20:07:44,FLOKI,8.262e-05,74191555.0,0,3.71,HOLD ⏸️,,
2025-06-04 20:07:46,PEANUT,0.00284478,105856.0,0,0.005,HOLD ⏸️,,
2025-06-04 20:07:47,MIND (Mind of Pepe),0.0035,2426630.53,0,0.121,SELL 🛑,0.003505,LOSE
2025-06-04 20:07:48,WEPE (Wall Street Pepe),3.185e-05,227634.83,0,0.011,SELL 🛑,3.186e-05,LOSE
2025-06-04 20:12:50,RIPPLE,2.21,1667176214.0,0,83.359,HOLD ⏸️,,
2025-06-04 20:12:51,SHIBA-INU,1.287e-05,128302725.0,0,6.415,HOLD ⏸️,,
2025-06-04 20:12:53,FLOKI,8.259e-05,74145958.0,0,3.707,HOLD ⏸️,,
2025-06-04 20:12:54,PEANUT,0.00284478,105996.0,0,0.005,HOLD ⏸️,,
2025-06-04 20:12:57,MIND (Mind of Pepe),0.003505,2417038.12,0,0.121,SELL 🛑,0.003567,LOSE
2025-06-04 20:12:58,WEPE (Wall Street Pepe),3.186e-05,227866.46,0,0.011,SELL 🛑,3.191e-05,LOSE
2025-06-04 20:18:00,RIPPLE,2.21,1664971189.0,0,83.249,HOLD ⏸️,,
2025-06-04 20:18:01,SHIBA-INU,1.287e-05,128233481.0,0,6.412,HOLD ⏸️,,
2025-06-04 20:18:03,FLOKI,8.254e-05,74091864.0,0,3.705,HOLD ⏸️,,
2025-06-04 20:18:05,PEANUT,0.00284577,105613.0,0,0.005,HOLD ⏸️,,
2025-06-04 20:18:08,MIND (Mind of Pepe),0.003567,2415506.99,0,0.121,SELL 🛑,0.003609,LOSE
2025-06-04 20:23:11,RIPPLE,2.21,1663973314.0,0,83.199,HOLD ⏸️,,
2025-06-04 20:23:13,SHIBA-INU,1.287e-05,128099658.0,0,6.405,HOLD ⏸️,,
2025-06-04 20:23:14,FLOKI,8.25e-05,73783235.0,0,3.689,HOLD ⏸️,,
2025-06-04 20:23:16,PEANUT,0.00284576,105613.0,0,0.005,HOLD ⏸️,,
2025-06-04 20:23:19,MIND (Mind of Pepe),0.003609,2408078.54,0,0.12,SELL 🛑,0.003616,LOSE
2025-06-04 20:23:20,WEPE (Wall Street Pepe),3.191e-05,217159.93,0,0.011,SELL 🛑,3.191e-05,LOSE
2025-06-04 20:28:22,RIPPLE,2.21,1660404741.0,0,83.02,HOLD ⏸️,,
2025-06-04 20:28:23,SHIBA-INU,1.287e-05,127904002.0,0,6.395,HOLD ⏸️,,
2025-06-04 20:28:25,FLOKI,8.252e-05,74033054.0,0,3.702,HOLD ⏸️,,
2025-06-04 20:28:27,PEANUT,0.0028458,105614.0,0,0.005,HOLD ⏸️,,
2025-06-04 20:28:34,MIND (Mind of Pepe),0.003616,2402640.14,0,0.12,SELL 🛑,0.003555,WIN
2025-06-04 20:28:35,WEPE (Wall Street Pepe),3.191e-05,216947.6,0,0.011,SELL 🛑,3.187e-05,WIN
2025-06-04 20:33:37,RIPPLE,2.2,1659375901.0,0,82.969,HOLD ⏸️,,
2025-06-04 20:33:39,SHIBA-INU,1.286e-05,127544450.0,0,6.377,HOLD ⏸️,,
2025-06-04 20:33:40,FLOKI,8.248e-05,73692761.0,0,3.685,HOLD ⏸️,,
2025-06-04 20:33:43,PEANUT,0.0028458,105607.0,0,0.005,HOLD ⏸️,,
2025-06-04 20:33:44,MIND (Mind of Pepe),0.003555,2404249.23,0,0.12,SELL 🛑,0.00362,LOSE
2025-06-04 20:33:45,WEPE (Wall Street Pepe),3.187e-05,216988.06,0,0.011,SELL 🛑,3.209e-05,LOSE
2025-06-04 20:38:47,RIPPLE,2.2,1659647811.0,0,82.982,HOLD ⏸️,,
